"X.1","X","Platform","AlbumNo","Album","Song","Streams"
13752,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track1",6.14
13753,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track2",6.64
13754,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track3",5.2
13755,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track4",7.75
13756,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track5",4.88
13757,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track6",4.16
13758,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track7",5.14
13759,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track8",4.71
13760,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track9",5.32
13761,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track10",4.13
13762,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track11",4.11
13763,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track12",4.36
13764,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track13",4.2
13765,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track14",4.61
13766,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track15",3.9
13767,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track16",5.77
13768,"Drake","Deezer",5,"If_You're_Reading_This_It's_Too_Late","Track17",3.85
13769,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track1",323613317
13770,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track2",371747795
13771,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track3",223422867
13772,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track4",328183722
13773,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track5",125864531
13774,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track6",76684457
13775,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track7",142340335
13776,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track8",93282762
13777,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track9",112961400
13778,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track10",66507914
13779,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track11",90754354
13780,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track12",98324166
13781,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track13",88675357
13782,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track14",90089284
13783,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track15",65610433
13784,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track16",226592637
13785,"Drake","Spotify",5,"If_You're_Reading_This_It's_Too_Late","Track17",53250610
13786,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track1",1641751
13787,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track2",2122904
13788,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track3",1436916
13789,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track4",2230387
13790,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track5",1089675
13791,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track6",861344
13792,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track7",1239310
13793,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track8",948154
13794,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track9",611624
13795,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track10",507605
13796,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track11",508016
13797,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track12",862204
13798,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track13",NA
13799,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track14",679934
13800,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track15",NA
13801,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track16",1705341
13802,"Drake","Last.fm",5,"If_You're_Reading_This_It's_Too_Late","Track17",463765
13803,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track1",2025009
13804,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track2",2746921
13805,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track3",1435675
13806,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track4",5150786
13807,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track5",1012481
13808,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track6",812843
13809,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track7",1532526
13810,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track8",1136911
13811,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track9",1036773
13812,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track10",528641
13813,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track11",979340
13814,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track12",1059479
13815,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track13",797875
13816,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track14",1458887
13817,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track15",851982
13818,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track16",2573229
13819,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track17",1131043
13820,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track18",2161868
13821,"Drake","Genius",5,"If_You’re_Reading_This_It’s_Too_Late","Track19",492379
13822,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track1",9803540
13823,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track2",324231861
13824,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track3",7659345
13825,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track4",15584315
13826,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track5",8696457
13827,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track6",2544078
13828,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track7",4694577
13829,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track8",6161231
13830,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track9",4346186
13831,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track10",2016346
13832,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track11",3741746
13833,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track12",3103825
13834,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track13",2076419
13835,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track14",4348230
13836,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track15",1884511
13837,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track16",9699830
13838,"Drake","YouTube",5,"If_You're_Reading_This_It's_Too_Late","Track17",1643673
13839,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track1",4.68
13840,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track2",4.44
13841,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track3",4.21
13842,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track4",4.45
13843,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track5",4.86
13844,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track6",4.21
13845,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track7",4.13
13846,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track8",3.96
13847,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track9",7.09
13848,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track10",4.62
13849,"Drake","Deezer",6,"What_A_Time_To_Be_Alive","Track11",3.85
13850,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track1",102670354
13851,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track2",187070274
13852,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track3",90324801
13853,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track4",131808555
13854,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track5",100004081
13855,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track6",75754719
13856,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track7",74755180
13857,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track8",73621527
13858,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track9",692973762
13859,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track10",89647793
13860,"Drake","Spotify",6,"What_A_Time_To_Be_Alive","Track11",49724609
13861,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track1",546955
13862,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track2",535403
13863,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track3",391397
13864,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track4",579069
13865,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track5",481297
13866,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track6",357296
13867,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track7",298039
13868,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track8",257726
13869,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track9",1794278
13870,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track10",435109
13871,"Drake","Last.fm",6,"What_A_Time_To_Be_Alive","Track11",311984
13872,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track1",1023426
13873,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track2",1062046
13874,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track3",669341
13875,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track4",1302033
13876,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track5",1037974
13877,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track6",512437
13878,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track7",568760
13879,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track8",671663
13880,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track9",3224699
13881,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track10",642188
13882,"Drake","Genius",6,"What_a_Time_To_Be_Alive","Track11",898271
13883,"Drake","YouTube",6,"What_A_Time_To_Be_Alive","Track1",NA
13884,"Drake","Deezer",7,"Views","Track1",4.55
13885,"Drake","Deezer",7,"Views","Track2",4.81
13886,"Drake","Deezer",7,"Views","Track3",4.79
13887,"Drake","Deezer",7,"Views","Track4",5.25
13888,"Drake","Deezer",7,"Views","Track5",4.79
13889,"Drake","Deezer",7,"Views","Track6",4.72
13890,"Drake","Deezer",7,"Views","Track7",4.94
13891,"Drake","Deezer",7,"Views","Track8",4.62
13892,"Drake","Deezer",7,"Views","Track9",4.39
13893,"Drake","Deezer",7,"Views","Track10",4.61
13894,"Drake","Deezer",7,"Views","Track11",7.08
13895,"Drake","Deezer",7,"Views","Track12",9.47
13896,"Drake","Deezer",7,"Views","Track13",4.53
13897,"Drake","Deezer",7,"Views","Track14",4.75
13898,"Drake","Deezer",7,"Views","Track15",4.95
13899,"Drake","Deezer",7,"Views","Track16",7.4
13900,"Drake","Deezer",7,"Views","Track17",4.2
13901,"Drake","Deezer",7,"Views","Track18",5.77
13902,"Drake","Deezer",7,"Views","Track19",3.98
13903,"Drake","Deezer",7,"Views","Track20",9.13
13904,"Drake","Spotify",7,"Views","Track1",79883431
13905,"Drake","Spotify",7,"Views","Track2",113943155
13906,"Drake","Spotify",7,"Views","Track3",102830766
13907,"Drake","Spotify",7,"Views","Track4",204768601
13908,"Drake","Spotify",7,"Views","Track5",155124075
13909,"Drake","Spotify",7,"Views","Track6",86903927
13910,"Drake","Spotify",7,"Views","Track7",132361055
13911,"Drake","Spotify",7,"Views","Track8",158795763
13912,"Drake","Spotify",7,"Views","Track9",81926717
13913,"Drake","Spotify",7,"Views","Track10",240071087
13914,"Drake","Spotify",7,"Views","Track11",670708153
13915,"Drake","Spotify",7,"Views","Track12",2140960089
13916,"Drake","Spotify",7,"Views","Track13",146406721
13917,"Drake","Spotify",7,"Views","Track14",218525303
13918,"Drake","Spotify",7,"Views","Track15",325466784
13919,"Drake","Spotify",7,"Views","Track16",855769824
13920,"Drake","Spotify",7,"Views","Track17",61949123
13921,"Drake","Spotify",7,"Views","Track18",205486566
13922,"Drake","Spotify",7,"Views","Track19",76207209
13923,"Drake","Spotify",7,"Views","Track20",1010972170
13924,"Drake","Last.fm",7,"Views","Track1",532719
13925,"Drake","Last.fm",7,"Views","Track2",702679
13926,"Drake","Last.fm",7,"Views","Track3",627162
13927,"Drake","Last.fm",7,"Views","Track4",1581476
13928,"Drake","Last.fm",7,"Views","Track5",706431
13929,"Drake","Last.fm",7,"Views","Track6",604833
13930,"Drake","Last.fm",7,"Views","Track7",631567
13931,"Drake","Last.fm",7,"Views","Track8",492454
13932,"Drake","Last.fm",7,"Views","Track9",277245
13933,"Drake","Last.fm",7,"Views","Track10",789999
13934,"Drake","Last.fm",7,"Views","Track11",1790916
13935,"Drake","Last.fm",7,"Views","Track12",4868785
13936,"Drake","Last.fm",7,"Views","Track13",411592
13937,"Drake","Last.fm",7,"Views","Track14",896036
13938,"Drake","Last.fm",7,"Views","Track15",1021156
13939,"Drake","Last.fm",7,"Views","Track16",1935467
13940,"Drake","Last.fm",7,"Views","Track17",544903
13941,"Drake","Last.fm",7,"Views","Track18",NA
13942,"Drake","Last.fm",7,"Views","Track19",386099
13943,"Drake","Last.fm",7,"Views","Track20",4445764
13944,"Drake","Genius",7,"Views","Track1",1309952
13945,"Drake","Genius",7,"Views","Track2",1296901
13946,"Drake","Genius",7,"Views","Track3",1914478
13947,"Drake","Genius",7,"Views","Track4",1609168
13948,"Drake","Genius",7,"Views","Track5",900561
13949,"Drake","Genius",7,"Views","Track6",1039358
13950,"Drake","Genius",7,"Views","Track7",1199032
13951,"Drake","Genius",7,"Views","Track8",1025734
13952,"Drake","Genius",7,"Views","Track9",1177326
13953,"Drake","Genius",7,"Views","Track10",803055
13954,"Drake","Genius",7,"Views","Track11",1942448
13955,"Drake","Genius",7,"Views","Track12",5947552
13956,"Drake","Genius",7,"Views","Track13",461827
13957,"Drake","Genius",7,"Views","Track14",2752260
13958,"Drake","Genius",7,"Views","Track15",978795
13959,"Drake","Genius",7,"Views","Track16",2693916
13960,"Drake","Genius",7,"Views","Track17",384121
13961,"Drake","Genius",7,"Views","Track18",1854921
13962,"Drake","Genius",7,"Views","Track19",1206423
13963,"Drake","Genius",7,"Views","Track20",6818912
13964,"Drake","YouTube",7,"Views","Track1",899455
13965,"Drake","YouTube",7,"Views","Track2",1177528
13966,"Drake","YouTube",7,"Views","Track3",1283934
13967,"Drake","YouTube",7,"Views","Track4",2008467
13968,"Drake","YouTube",7,"Views","Track5",1126576
13969,"Drake","YouTube",7,"Views","Track6",1189633
13970,"Drake","YouTube",7,"Views","Track7",1375920
13971,"Drake","YouTube",7,"Views","Track8",852691
13972,"Drake","YouTube",7,"Views","Track9",858765
13973,"Drake","YouTube",7,"Views","Track10",1159634
13974,"Drake","YouTube",7,"Views","Track11",8421718
13975,"Drake","YouTube",7,"Views","Track12",16956669
13976,"Drake","YouTube",7,"Views","Track13",688391
13977,"Drake","YouTube",7,"Views","Track14",2031105
13978,"Drake","YouTube",7,"Views","Track15",1083017
13979,"Drake","YouTube",7,"Views","Track16",3479372
13980,"Drake","YouTube",7,"Views","Track17",528055
13981,"Drake","YouTube",7,"Views","Track18",2822045
13982,"Drake","YouTube",7,"Views","Track19",623154
13983,"Drake","YouTube",7,"Views","Track20",1779138864
13984,"Drake","Deezer",8,"More_Life","Track1",5.11
13985,"Drake","Deezer",8,"More_Life","Track2",4.63
13986,"Drake","Deezer",8,"More_Life","Track3",8.58
13987,"Drake","Deezer",8,"More_Life","Track4",4.68
13988,"Drake","Deezer",8,"More_Life","Track5",6.31
13989,"Drake","Deezer",8,"More_Life","Track6",5.48
13990,"Drake","Deezer",8,"More_Life","Track7",5.9
13991,"Drake","Deezer",8,"More_Life","Track8",5.54
13992,"Drake","Deezer",8,"More_Life","Track9",5.59
13993,"Drake","Deezer",8,"More_Life","Track10",4.51
13994,"Drake","Deezer",8,"More_Life","Track11",6.38
13995,"Drake","Deezer",8,"More_Life","Track12",4.77
13996,"Drake","Deezer",8,"More_Life","Track13",4.6
13997,"Drake","Deezer",8,"More_Life","Track14",6.69
13998,"Drake","Deezer",8,"More_Life","Track15",5.52
13999,"Drake","Deezer",8,"More_Life","Track16",4.13
14000,"Drake","Deezer",8,"More_Life","Track17",4.46
14001,"Drake","Deezer",8,"More_Life","Track18",4.05
14002,"Drake","Deezer",8,"More_Life","Track19",5.1
14003,"Drake","Deezer",8,"More_Life","Track20",7.21
14004,"Drake","Deezer",8,"More_Life","Track21",4.41
14005,"Drake","Deezer",8,"More_Life","Track22",6.01
14006,"Drake","Spotify",8,"More_Life","Track1",167263941
14007,"Drake","Spotify",8,"More_Life","Track2",114350005
14008,"Drake","Spotify",8,"More_Life","Track3",972584172
14009,"Drake","Spotify",8,"More_Life","Track4",100160107
14010,"Drake","Spotify",8,"More_Life","Track5",186894504
14011,"Drake","Spotify",8,"More_Life","Track6",127122117
14012,"Drake","Spotify",8,"More_Life","Track7",204731100
14013,"Drake","Spotify",8,"More_Life","Track8",116980960
14014,"Drake","Spotify",8,"More_Life","Track9",300565698
14015,"Drake","Spotify",8,"More_Life","Track10",74706723
14016,"Drake","Spotify",8,"More_Life","Track11",457148044
14017,"Drake","Spotify",8,"More_Life","Track12",126304948
14018,"Drake","Spotify",8,"More_Life","Track13",74162848
14019,"Drake","Spotify",8,"More_Life","Track14",333428872
14020,"Drake","Spotify",8,"More_Life","Track15",142774222
14021,"Drake","Spotify",8,"More_Life","Track16",69032005
14022,"Drake","Spotify",8,"More_Life","Track17",82340478
14023,"Drake","Spotify",8,"More_Life","Track18",68962020
14024,"Drake","Spotify",8,"More_Life","Track19",67376367
14025,"Drake","Spotify",8,"More_Life","Track20",803587537
14026,"Drake","Spotify",8,"More_Life","Track21",102056889
14027,"Drake","Spotify",8,"More_Life","Track22",248089769
14028,"Drake","Last.fm",8,"More_Life","Track1",1043449
14029,"Drake","Last.fm",8,"More_Life","Track2",459699
14030,"Drake","Last.fm",8,"More_Life","Track3",4940475
14031,"Drake","Last.fm",8,"More_Life","Track4",671899
14032,"Drake","Last.fm",8,"More_Life","Track5",859123
14033,"Drake","Last.fm",8,"More_Life","Track6",680541
14034,"Drake","Last.fm",8,"More_Life","Track7",759097
14035,"Drake","Last.fm",8,"More_Life","Track8",672473
14036,"Drake","Last.fm",8,"More_Life","Track9",1113613
14037,"Drake","Last.fm",8,"More_Life","Track10",541246
14038,"Drake","Last.fm",8,"More_Life","Track11",1679329
14039,"Drake","Last.fm",8,"More_Life","Track12",533811
14040,"Drake","Last.fm",8,"More_Life","Track13",448671
14041,"Drake","Last.fm",8,"More_Life","Track14",1593604
14042,"Drake","Last.fm",8,"More_Life","Track15",545215
14043,"Drake","Last.fm",8,"More_Life","Track16",352669
14044,"Drake","Last.fm",8,"More_Life","Track17",406832
14045,"Drake","Last.fm",8,"More_Life","Track18",332830
14046,"Drake","Last.fm",8,"More_Life","Track19",251622
14047,"Drake","Last.fm",8,"More_Life","Track20",1970690
14048,"Drake","Last.fm",8,"More_Life","Track21",376219
14049,"Drake","Last.fm",8,"More_Life","Track22",1096870
14050,"Drake","Genius",8,"More_Life","Track1",1667251
14051,"Drake","Genius",8,"More_Life","Track2",722955
14052,"Drake","Genius",8,"More_Life","Track3",2933066
14053,"Drake","Genius",8,"More_Life","Track4",553163
14054,"Drake","Genius",8,"More_Life","Track5",611524
14055,"Drake","Genius",8,"More_Life","Track6",507187
14056,"Drake","Genius",8,"More_Life","Track7",1290478
14057,"Drake","Genius",8,"More_Life","Track8",679474
14058,"Drake","Genius",8,"More_Life","Track9",1926765
14059,"Drake","Genius",8,"More_Life","Track10",332472
14060,"Drake","Genius",8,"More_Life","Track11",2025771
14061,"Drake","Genius",8,"More_Life","Track12",1176223
14062,"Drake","Genius",8,"More_Life","Track13",387780
14063,"Drake","Genius",8,"More_Life","Track14",1777174
14064,"Drake","Genius",8,"More_Life","Track15",1227842
14065,"Drake","Genius",8,"More_Life","Track16",849198
14066,"Drake","Genius",8,"More_Life","Track17",622606
14067,"Drake","Genius",8,"More_Life","Track18",496557
14068,"Drake","Genius",8,"More_Life","Track19",517117
14069,"Drake","Genius",8,"More_Life","Track20",3734215
14070,"Drake","Genius",8,"More_Life","Track21",751241
14071,"Drake","Genius",8,"More_Life","Track22",1795439
14072,"Drake","Genius",8,"More_Life","Track23",41139
14073,"Drake","YouTube",8,"More_Life","Track1",1695069
14074,"Drake","YouTube",8,"More_Life","Track2",618880
14075,"Drake","YouTube",8,"More_Life","Track3",16896739
14076,"Drake","YouTube",8,"More_Life","Track4",544558
14077,"Drake","YouTube",8,"More_Life","Track5",532159
14078,"Drake","YouTube",8,"More_Life","Track6",734504
14079,"Drake","YouTube",8,"More_Life","Track7",1521251
14080,"Drake","YouTube",8,"More_Life","Track8",767518
14081,"Drake","YouTube",8,"More_Life","Track9",2096799
14082,"Drake","YouTube",8,"More_Life","Track10",337164
14083,"Drake","YouTube",8,"More_Life","Track11",3894844
14084,"Drake","YouTube",8,"More_Life","Track12",1533044
14085,"Drake","YouTube",8,"More_Life","Track13",644019
14086,"Drake","YouTube",8,"More_Life","Track14",5872304
14087,"Drake","YouTube",8,"More_Life","Track15",613726
14088,"Drake","YouTube",8,"More_Life","Track16",571531
14089,"Drake","YouTube",8,"More_Life","Track17",631068
14090,"Drake","YouTube",8,"More_Life","Track18",362995
14091,"Drake","YouTube",8,"More_Life","Track19",603782
14092,"Drake","YouTube",8,"More_Life","Track20",5152659
14093,"Drake","YouTube",8,"More_Life","Track21",595295
14094,"Drake","YouTube",8,"More_Life","Track22",7413516
14095,"Drake","Deezer",9,"Scorpion","Track1",5.03
14096,"Drake","Deezer",9,"Scorpion","Track2",8.5
14097,"Drake","Deezer",9,"Scorpion","Track3",5.26
14098,"Drake","Deezer",9,"Scorpion","Track4",5.54
14099,"Drake","Deezer",9,"Scorpion","Track5",9.45
14100,"Drake","Deezer",9,"Scorpion","Track6",6.29
14101,"Drake","Deezer",9,"Scorpion","Track7",4.66
14102,"Drake","Deezer",9,"Scorpion","Track8",6.24
14103,"Drake","Deezer",9,"Scorpion","Track9",4.85
14104,"Drake","Deezer",9,"Scorpion","Track10",5
14105,"Drake","Deezer",9,"Scorpion","Track11",4.44
14106,"Drake","Deezer",9,"Scorpion","Track12",4.6
14107,"Drake","Deezer",9,"Scorpion","Track13",5.14
14108,"Drake","Deezer",9,"Scorpion","Track14",4.39
14109,"Drake","Deezer",9,"Scorpion","Track15",5.3
14110,"Drake","Deezer",9,"Scorpion","Track16",7.78
14111,"Drake","Deezer",9,"Scorpion","Track17",6.48
14112,"Drake","Deezer",9,"Scorpion","Track18",4.59
14113,"Drake","Deezer",9,"Scorpion","Track19",4.52
14114,"Drake","Deezer",9,"Scorpion","Track20",4.86
14115,"Drake","Deezer",9,"Scorpion","Track21",8.53
14116,"Drake","Deezer",9,"Scorpion","Track22",7.53
14117,"Drake","Deezer",9,"Scorpion","Track23",4.6
14118,"Drake","Deezer",9,"Scorpion","Track24",4.32
14119,"Drake","Deezer",9,"Scorpion","Track25",3.96
14120,"Drake","Spotify",9,"Scorpion","Track1",102126825
14121,"Drake","Spotify",9,"Scorpion","Track2",795468394
14122,"Drake","Spotify",9,"Scorpion","Track3",136544370
14123,"Drake","Spotify",9,"Scorpion","Track4",154216372
14124,"Drake","Spotify",9,"Scorpion","Track5",1819892006
14125,"Drake","Spotify",9,"Scorpion","Track6",352019378
14126,"Drake","Spotify",9,"Scorpion","Track7",102917281
14127,"Drake","Spotify",9,"Scorpion","Track8",285958967
14128,"Drake","Spotify",9,"Scorpion","Track9",155661355
14129,"Drake","Spotify",9,"Scorpion","Track10",93015302
14130,"Drake","Spotify",9,"Scorpion","Track11",93791769
14131,"Drake","Spotify",9,"Scorpion","Track12",66752457
14132,"Drake","Spotify",9,"Scorpion","Track13",78907860
14133,"Drake","Spotify",9,"Scorpion","Track14",93494721
14134,"Drake","Spotify",9,"Scorpion","Track15",118054987
14135,"Drake","Spotify",9,"Scorpion","Track16",951647665
14136,"Drake","Spotify",9,"Scorpion","Track17",150030491
14137,"Drake","Spotify",9,"Scorpion","Track18",62164816
14138,"Drake","Spotify",9,"Scorpion","Track19",98388175
14139,"Drake","Spotify",9,"Scorpion","Track20",113751726
14140,"Drake","Spotify",9,"Scorpion","Track21",1165198900
14141,"Drake","Spotify",9,"Scorpion","Track22",410574465
14142,"Drake","Spotify",9,"Scorpion","Track23",95909584
14143,"Drake","Spotify",9,"Scorpion","Track24",64059341
14144,"Drake","Spotify",9,"Scorpion","Track25",51509852
14145,"Drake","Last.fm",9,"Scorpion","Track1",493826
14146,"Drake","Last.fm",9,"Scorpion","Track2",2451693
14147,"Drake","Last.fm",9,"Scorpion","Track3",541332
14148,"Drake","Last.fm",9,"Scorpion","Track4",635589
14149,"Drake","Last.fm",9,"Scorpion","Track5",4379747
14150,"Drake","Last.fm",9,"Scorpion","Track6",1021754
14151,"Drake","Last.fm",9,"Scorpion","Track7",448644
14152,"Drake","Last.fm",9,"Scorpion","Track8",1076577
14153,"Drake","Last.fm",9,"Scorpion","Track9",619289
14154,"Drake","Last.fm",9,"Scorpion","Track10",414265
14155,"Drake","Last.fm",9,"Scorpion","Track11",283504
14156,"Drake","Last.fm",9,"Scorpion","Track12",288959
14157,"Drake","Last.fm",9,"Scorpion","Track13",377587
14158,"Drake","Last.fm",9,"Scorpion","Track14",503818
14159,"Drake","Last.fm",9,"Scorpion","Track15",558940
14160,"Drake","Last.fm",9,"Scorpion","Track16",3430480
14161,"Drake","Last.fm",9,"Scorpion","Track17",687728
14162,"Drake","Last.fm",9,"Scorpion","Track18",267710
14163,"Drake","Last.fm",9,"Scorpion","Track19",424957
14164,"Drake","Last.fm",9,"Scorpion","Track20",550152
14165,"Drake","Last.fm",9,"Scorpion","Track21",2739760
14166,"Drake","Last.fm",9,"Scorpion","Track22",898898
14167,"Drake","Last.fm",9,"Scorpion","Track23",NA
14168,"Drake","Last.fm",9,"Scorpion","Track24",270364
14169,"Drake","Last.fm",9,"Scorpion","Track25",209153
14170,"Drake","Genius",9,"Scorpion","Track1",664626
14171,"Drake","Genius",9,"Scorpion","Track2",2076198
14172,"Drake","Genius",9,"Scorpion","Track3",687021
14173,"Drake","Genius",9,"Scorpion","Track4",1477807
14174,"Drake","Genius",9,"Scorpion","Track5",8982179
14175,"Drake","Genius",9,"Scorpion","Track6",1884174
14176,"Drake","Genius",9,"Scorpion","Track7",706009
14177,"Drake","Genius",9,"Scorpion","Track8",1104615
